A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
57,102.32462363968062,1.0,0.45120982641767293,161.35503599035948,1.0,0.20736567527889713,222.78330111289262,1.0,0.32933026216612565,90.01330906473304,1.5,0.642589661766644,189.92741929649375,1.5,0.7515223486050098,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3017,policy 0,dikesnet
78,304.24269901493716,1.0,0.903629097153328,301.51529497058465,10,0.38100140930347187,212.26797320978307,1.0,0.5072800668437043,316.5279784359035,1.0,0.5421288811386086,343.7363654907936,10,0.536344699162738,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3018,policy 0,dikesnet
127,274.27105988521964,1.5,0.5001903533925999,266.56997954292103,1.5,0.4001272089932003,251.58666085518985,10,0.4408175513874514,330.30924554809127,1.0,0.14398304159725922,150.8890118421721,10,0.6729145069215834,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3019,policy 0,dikesnet
28,347.9084411373219,10,0.7491942290931617,295.19487730249983,1.5,0.5470130174144648,292.65870196128725,1.5,0.6610555571161632,60.516763535023166,10,0.9413225903394551,314.5380392799572,1.5,0.7534009004143888,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3020,policy 0,dikesnet
60,153.62063788584285,10,0.42927184830042947,30.47556483974034,1.0,0.6438672561241437,42.71035856006499,1.5,0.1478751676660434,44.34707424373225,10,0.15124735147230725,297.98555099099235,1.5,0.764228204116942,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3021,policy 0,dikesnet
91,249.88230305591185,10,0.1177607203072997,278.98393723185484,1.0,0.9573549859875392,129.4366482958249,1.0,0.23658065670552453,82.03101317369826,10,0.18380602696043383,226.8753521346937,1.5,0.0786727019176411,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3022,policy 0,dikesnet
98,158.29896246672664,1.0,0.43173065604532934,282.3658344432466,10,0.8867386208813863,289.54780302646344,1.0,0.21308912408835462,244.368405697447,1.0,0.2055553315704655,273.4396017150045,1.5,0.3286389876809984,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3023,policy 0,dikesnet
105,142.41422373829465,1.0,0.7457779586231483,264.73413985791456,10,0.18527100327027285,261.65268410551755,10,0.7460034070239573,138.58562967304658,10,0.530347147146112,85.56189832615883,1.5,0.00995671053463044,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3024,policy 0,dikesnet
118,152.26620651548075,10,0.43203953857042954,140.50905303868007,1.5,0.913339311961235,202.4391669354237,1.0,0.4671086382555423,237.35678619467274,10,0.3660323520307917,30.41538345755931,10,0.6471931146523404,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3025,policy 0,dikesnet
80,255.27619352134548,1.5,0.2560026223266611,56.88720776749455,1.5,0.7865084022592599,162.87285706926812,10,0.30261822627349166,180.94188371101166,1.5,0.43309909510154254,266.81255715807254,10,0.1833231267790327,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3026,policy 0,dikesnet
39,248.40020996606285,10,0.7041016484540394,104.27578700303135,1.5,0.10245657118130447,307.081109680939,1.0,0.06008092818996593,179.1948337587807,1.5,0.3627120172058166,56.11103480437575,10,0.5310803361320324,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3027,policy 0,dikesnet
28,301.3871177993432,10,0.2513121567188275,205.48077915647917,10,0.930210242954224,271.88524543472226,1.0,0.685084127734339,296.7649975894842,1.5,0.7479174943065042,289.11252575058734,1.0,0.5351636729889898,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3028,policy 0,dikesnet
54,74.1535975878038,10,0.7387708970413449,143.50764728400202,10,0.6516715657990227,109.96213355191844,1.5,0.7968454268331341,119.35869919239062,10,0.37412142317412583,44.15774542745155,1.0,0.4040193482858763,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3029,policy 0,dikesnet
8,349.6278742992999,1.0,0.976367481433292,157.29458689504864,10,0.943681722979955,91.03297090639644,10,0.5350565246729447,219.21164282682707,1.5,0.19397044107687242,298.8120930854931,10,0.3683301987747894,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3030,policy 0,dikesnet
90,316.5146946410159,1.5,0.07789309685867557,76.09614443879735,1.0,0.14222760535457346,161.73356475354615,1.5,0.19746614314562977,95.76952792704269,1.5,0.8168472774954464,154.6317576318378,1.0,0.8642936422483246,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3031,policy 0,dikesnet
37,279.65788134175966,10,0.5072505106810741,307.23771118132,1.0,0.5835721842518913,88.68465466761977,1.0,0.2509778269854347,258.20626425272815,10,0.8476895736180392,313.44882758626574,1.0,0.7233642638720552,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3032,policy 0,dikesnet
48,236.39005479994836,1.0,0.8332292163929658,87.05297524018029,1.5,0.7314141165595941,105.42549454156665,1.5,0.5926340501086514,159.26221732492542,1.0,0.43511337287156177,349.3244875767779,1.0,0.09410442086887892,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3033,policy 0,dikesnet
127,325.35403077667064,10,0.46317656083363984,347.1789403049418,1.5,0.9418255001671825,262.57822617860444,1.5,0.3222519264681952,212.86995164330537,1.5,0.25281760727104036,265.4187325839208,1.5,0.0693866592726713,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3034,policy 0,dikesnet
128,248.0084151361834,1.0,0.9752070167561788,324.2602795832039,1.5,0.8606235048044892,161.9398289384061,1.0,0.42476265594781765,110.15512547827782,1.5,0.4184311768406992,108.76501223414257,1.5,0.973232353701633,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3035,policy 0,dikesnet
31,294.1984903880021,1.5,0.4504717929091058,44.526186477223405,1.0,0.17146313363342125,211.14807231291022,10,0.5007602580288822,261.41293285694746,10,0.6228040297042882,73.94866513860694,10,0.24365896165341103,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3036,policy 0,dikesnet
27,139.42188120083324,1.5,0.7118818269783052,117.44194223249212,10,0.2795879753496818,87.44406350902878,1.5,0.8130933404856421,282.71060196723926,1.5,0.47293880256435317,76.9649050334111,1.0,0.3409328530594722,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3037,policy 0,dikesnet
111,193.17956499113066,1.0,0.11489412779656735,211.06359564925674,1.5,0.43369033783107996,78.50099550672675,1.0,0.873528292404682,290.3825289693211,1.5,0.11017526674605761,193.6221494051841,10,0.303840664806354,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3038,policy 0,dikesnet
108,263.4068824116541,10,0.35876429006345684,84.04320256712617,10,0.9975164301612126,233.7361916822665,10,0.9285807938407791,38.81054155141216,1.0,0.04394402021139645,221.6044473754789,1.5,0.5215615092861356,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3039,policy 0,dikesnet
96,166.06655511279473,1.0,0.34288864090881044,81.54458764590433,1.0,0.9527827672530683,40.49974198387339,1.0,0.25975285661151987,101.8250963912948,1.5,0.7126845889196974,117.0293002265503,1.5,0.8247404851756749,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3040,policy 0,dikesnet
2,337.98478511966505,10,0.6159526287146644,118.48048743058287,10,0.11866719424851807,148.63853396362126,1.0,0.3573538940681757,157.10487652463632,10,0.8719803047524145,223.7851847836052,1.5,0.5979114463432528,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3041,policy 0,dikesnet
95,181.5289650965448,1.0,0.31283538140771544,317.6416732661961,1.0,0.9291193335753665,225.55589034428925,10,0.8015764526216658,262.7429199049974,1.5,0.774304958715073,112.50227322837245,1.0,0.5469413490355772,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3042,policy 0,dikesnet
85,74.52154568415935,10,0.8359816536293041,270.1040477278293,1.0,0.17711296756654138,237.61980938618188,10,0.4150211494489757,298.0542640632121,1.5,0.1316258423103649,107.13769770810299,1.5,0.002054684897357288,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3043,policy 0,dikesnet
101,338.44517436993846,1.0,0.9653675548898593,53.08142116934681,10,0.06816062874243985,286.227319273214,1.0,0.8722607260557244,106.35735523224986,1.0,0.8058277509794165,156.92598850800698,1.0,0.21634994318992706,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3044,policy 0,dikesnet
101,285.07678479448896,1.5,0.31936379611329596,87.4546632596998,10,0.6765695752199343,330.1167705435671,1.5,0.6911571394030838,157.79722366301104,1.0,0.9020830858280394,151.16155735192504,1.5,0.8971247863127706,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3045,policy 0,dikesnet
84,80.73967687875347,1.5,0.3479944053922638,169.88021121735704,1.5,0.4352809500777165,103.51879950968528,10,0.19661004775090088,263.4952656312755,1.5,0.061888926884604796,94.28670281356383,1.0,0.5644326646907603,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3046,policy 0,dikesnet
79,322.15522030142415,1.0,0.4236744189766175,189.71690344757366,1.0,0.5405833076316571,203.59990657848346,1.0,0.9606832254841846,175.87519761342404,1.0,0.6208285283906504,304.4292184704426,1.5,0.27043657688603484,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3047,policy 0,dikesnet
113,246.1295704116818,1.0,0.06160871873828793,174.20835286728513,1.0,0.26078579591272655,118.84351332200202,1.5,0.9980953289572845,78.57640834680814,10,0.9641630099820784,52.17901250348788,10,0.43002170998290723,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3048,policy 0,dikesnet
80,224.5495436367886,10,0.6674623185967826,73.33380670163703,10,0.18841242841841363,123.12375669102613,10,0.2846292730767765,235.10424436822126,10,0.2933182646235145,308.4275241262417,10,0.8797688213121216,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3049,policy 0,dikesnet
70,46.48116636979543,10,0.8749466683563079,282.13550626983334,1.0,0.13609800691985166,152.4731871793329,1.5,0.05516584920459407,64.33705046173796,1.0,0.5665026536315929,50.31561098129788,1.5,0.33704266850059644,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3050,policy 0,dikesnet
16,196.8602881210698,1.5,0.4053540848950919,294.225402467729,10,0.2597717924039197,157.2515409937166,1.5,0.1929766990099651,246.28705673755144,1.0,0.9076640085552289,292.403199603497,1.5,0.11787724223294792,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3051,policy 0,dikesnet
21,32.03970651441312,1.0,0.7295631075311808,254.1907218797951,1.5,0.002483662699270936,133.20616506962998,1.5,0.9831494167401744,198.42627650608378,10,0.1940635877180374,246.97859748194304,1.0,0.9464997024237713,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3052,policy 0,dikesnet
29,70.71649644291898,10,0.6081600964342869,346.0219914074799,1.0,0.360327740168155,260.7947738899129,10,0.8581956828754836,54.39425991973541,1.0,0.31719516088957517,146.77380472592282,1.5,0.724771412132481,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3053,policy 0,dikesnet
77,34.45900802225548,1.0,0.8520396999664438,148.00109546504612,10,0.7079746225446368,267.97004199603623,1.5,0.5310574382402837,96.83963041160352,1.0,0.027900590987225672,309.32442251580835,1.0,0.6194411260985101,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3054,policy 0,dikesnet
119,220.5453661007552,10,0.23154829411602582,257.8759499738179,1.5,0.2497640590804144,58.59691755950669,1.0,0.07773083777584801,169.95754195902452,1.0,0.8256389879938545,233.73844378383853,10,0.3936325877656966,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3055,policy 0,dikesnet
19,127.34517307311727,1.5,0.27687200924121774,284.3043712643578,1.5,0.8707194695643435,208.60397058165455,1.5,0.4476423811193694,300.202432913194,10,0.9449729055259627,49.6179301304626,1.0,0.808399635053695,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3056,policy 0,dikesnet
9,320.63696504607094,1.5,0.7211832536746104,137.7656951834939,1.5,0.1332803866179516,349.16538314484285,10,0.3339062728121656,55.765793949531115,1.5,0.39921123410263937,203.57687237312268,10,0.5513419868126702,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3057,policy 0,dikesnet
32,338.5800493893404,1.5,0.426337336848166,109.88589589541151,10,0.8974665665525365,136.40627838529508,10,0.23930032691697808,253.91255504884015,1.5,0.9624512506439522,314.3378532189097,1.0,0.48617889738855885,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3058,policy 0,dikesnet
5,279.49763778344334,1.5,0.5025347662108661,72.53011039182026,1.0,0.45457378164688683,149.02712139880606,1.5,0.1501484997278279,85.72376715368996,1.5,0.7304761929446875,249.49668061752305,1.5,0.604334640753998,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3059,policy 0,dikesnet
25,329.4184209767457,10,0.9245201615940554,280.756398598935,1.0,0.5371603173107673,179.89834214057137,1.5,0.5693611134314202,76.62936958098119,1.5,0.8951966980165234,162.9734934909648,1.0,0.599316988749878,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3060,policy 0,dikesnet
99,295.4333781538514,10,0.019369793725218323,142.33690126562607,10,0.30462728031774267,34.67069517499138,10,0.7793527335451138,163.48050906397773,1.0,0.6307496905220827,313.78345867681355,1.0,0.17600526474254496,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3061,policy 0,dikesnet
14,199.1248905525914,1.5,0.6304485932046303,204.1730382317002,10,0.7006800775413541,66.46257708722126,10,0.7079215019550829,346.2207478614911,1.5,0.08749360200656005,110.6102681513087,1.0,0.12069231794769675,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3062,policy 0,dikesnet
107,314.3479631977302,1.0,0.6953785856304753,336.02931000716404,1.0,0.8478185447228984,80.7775737766765,1.0,0.19465998062931422,256.6799878841843,1.0,0.6788510832939972,269.98392706351865,10,0.6347337692740942,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3063,policy 0,dikesnet
117,326.85403299023227,1.5,0.7542860355270022,121.61934737639554,1.5,0.4185406169713838,143.16224983682326,1.5,0.7397362123521024,257.68177626660656,1.5,0.6631971856862754,141.80267948904378,10,0.7181496849493096,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3064,policy 0,dikesnet
87,49.09546572758775,1.5,0.7557047487936179,345.71693940021413,1.5,0.935961140536946,123.54239186730669,1.0,0.04493066383745726,53.02588360972217,10,0.2493825211016317,60.90055891763919,1.0,0.986236805450382,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3065,policy 0,dikesnet
2,300.83495554002224,1.0,0.914119171275151,305.1903428075987,1.0,0.6199584397346731,224.45968490030023,1.0,0.4442926413395224,109.75133326672314,1.0,0.12608810070986737,251.8280780109771,1.5,0.11460815864808686,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3066,policy 0,dikesnet
